,survived,pclass,sex,age,sibsp,parch,fare,embarked_C,embarked_Q,embarked_S
522,0,2,1,39.0,0,0,13.0,0,0,1
523,1,2,1,22.0,0,0,10.5,0,0,1
524,1,2,1,29.8811345124283,0,0,13.8625,1,0,0
525,0,2,1,23.0,0,0,10.5,0,0,1
526,1,2,1,29.0,0,0,13.8583,1,0,0
527,0,2,1,28.0,0,0,10.5,0,0,1
528,0,2,1,29.8811345124283,0,0,0.0,0,0,1
529,1,2,0,50.0,0,1,26.0,0,0,1
530,0,2,1,19.0,0,0,10.5,0,0,1
531,0,2,1,29.8811345124283,0,0,15.05,1,0,0
532,0,2,1,41.0,0,0,13.0,0,0,1
533,1,2,0,21.0,0,1,21.0,0,0,1
534,1,2,0,19.0,0,0,26.0,0,0,1
535,0,2,1,43.0,0,1,21.0,0,0,1
536,1,2,0,32.0,0,0,13.0,0,0,1
537,0,2,1,34.0,0,0,13.0,0,0,1
538,1,2,1,30.0,0,0,12.7375,1,0,0
539,0,2,1,27.0,0,0,15.0333,1,0,0
540,1,2,0,2.0,1,1,26.0,0,0,1
541,1,2,0,8.0,1,1,26.0,0,0,1
542,1,2,0,33.0,0,2,26.0,0,0,1
543,0,2,1,36.0,0,0,10.5,0,0,1
544,0,2,1,34.0,1,0,21.0,0,0,1
545,1,2,0,30.0,3,0,21.0,0,0,1
546,1,2,0,28.0,0,0,13.0,0,0,1
547,0,2,1,23.0,0,0,15.0458,1,0,0
548,1,2,1,0.8333,1,1,18.75,0,0,1
549,1,2,1,3.0,1,1,18.75,0,0,1
550,1,2,0,24.0,2,3,18.75,0,0,1
551,1,2,0,50.0,0,0,10.5,0,0,1
552,0,2,1,19.0,0,0,10.5,0,0,1
553,1,2,0,21.0,0,0,10.5,0,0,1
554,0,2,1,26.0,0,0,13.0,0,0,1
555,0,2,1,25.0,0,0,13.0,0,0,1
556,0,2,1,27.0,0,0,26.0,0,0,1
557,1,2,0,25.0,0,1,26.0,0,0,1
558,1,2,0,18.0,0,2,13.0,0,0,1
559,1,2,0,20.0,0,0,36.75,0,0,1
560,1,2,0,30.0,0,0,13.0,0,0,1
561,0,2,1,59.0,0,0,13.5,0,0,1
562,1,2,0,30.0,0,0,12.35,0,1,0
563,0,2,1,35.0,0,0,10.5,0,0,1
564,1,2,0,40.0,0,0,13.0,0,0,1
565,0,2,1,25.0,0,0,13.0,0,0,1
566,0,2,1,41.0,0,0,15.0458,1,0,0
567,0,2,1,25.0,0,0,10.5,0,0,1
568,0,2,1,18.5,0,0,13.0,0,0,1
569,0,2,1,14.0,0,0,65.0,0,0,1
570,1,2,0,50.0,0,0,10.5,0,0,1
571,0,2,1,23.0,0,0,13.0,0,0,1
572,1,2,0,28.0,0,0,12.65,0,0,1
573,1,2,0,27.0,0,0,10.5,0,0,1
574,0,2,1,29.0,1,0,21.0,0,0,1
575,0,2,0,27.0,1,0,21.0,0,0,1
576,0,2,1,40.0,0,0,13.0,0,0,1
577,1,2,0,31.0,0,0,21.0,0,0,1
578,0,2,1,30.0,1,0,21.0,0,0,1
579,0,2,1,23.0,1,0,10.5,0,0,1
580,1,2,0,31.0,0,0,21.0,0,0,1
581,0,2,1,29.8811345124283,0,0,0.0,0,0,1
582,1,2,0,12.0,0,0,15.75,0,0,1
583,1,2,0,40.0,0,0,15.75,0,0,1
584,1,2,0,32.5,0,0,13.0,0,0,1
585,0,2,1,27.0,1,0,26.0,0,0,1
586,1,2,0,29.0,1,0,26.0,0,0,1
587,1,2,1,2.0,1,1,23.0,0,0,1
588,1,2,0,4.0,1,1,23.0,0,0,1
589,1,2,0,29.0,0,2,23.0,0,0,1
590,1,2,0,0.9167,1,2,27.75,0,0,1
591,1,2,0,5.0,1,2,27.75,0,0,1
592,0,2,1,36.0,1,2,27.75,0,0,1
593,1,2,0,33.0,1,2,27.75,0,0,1
594,0,2,1,66.0,0,0,10.5,0,0,1
595,0,2,1,29.8811345124283,0,0,12.875,0,0,1
596,1,2,1,31.0,0,0,13.0,0,0,1
597,1,2,1,29.8811345124283,0,0,13.0,0,0,1
598,1,2,0,26.0,0,0,13.5,0,0,1
599,0,2,0,24.0,0,0,13.0,0,0,1
600,0,3,1,42.0,0,0,7.55,0,0,1
601,0,3,1,13.0,0,2,20.25,0,0,1
602,0,3,1,16.0,1,1,20.25,0,0,1
603,1,3,0,35.0,1,1,20.25,0,0,1
604,1,3,0,16.0,0,0,7.65,0,0,1
605,1,3,1,25.0,0,0,7.65,0,0,1
606,1,3,1,20.0,0,0,7.925,0,0,1
607,1,3,0,18.0,0,0,7.2292,1,0,0
608,0,3,1,30.0,0,0,7.25,0,0,1
609,0,3,1,26.0,0,0,8.05,0,0,1
610,0,3,0,40.0,1,0,9.475,0,0,1
611,1,3,1,0.8333,0,1,9.35,0,0,1
612,1,3,0,18.0,0,1,9.35,0,0,1
613,1,3,1,26.0,0,0,18.7875,1,0,0
614,0,3,1,26.0,0,0,7.8875,0,0,1
615,0,3,1,20.0,0,0,7.925,0,0,1
616,0,3,1,24.0,0,0,7.05,0,0,1
617,0,3,1,25.0,0,0,7.05,0,0,1
618,0,3,1,35.0,0,0,8.05,0,0,1
619,0,3,1,18.0,0,0,8.3,0,0,1
620,0,3,1,32.0,0,0,22.525,0,0,1
621,1,3,0,19.0,1,0,7.8542,0,0,1
622,0,3,1,4.0,4,2,31.275,0,0,1
623,0,3,0,6.0,4,2,31.275,0,0,1
624,0,3,0,2.0,4,2,31.275,0,0,1
625,1,3,0,17.0,4,2,7.925,0,0,1
626,0,3,0,38.0,4,2,7.775,0,0,1
627,0,3,0,9.0,4,2,31.275,0,0,1
628,0,3,0,11.0,4,2,31.275,0,0,1
629,0,3,1,39.0,1,5,31.275,0,0,1
630,1,3,1,27.0,0,0,7.7958,0,0,1
631,0,3,1,26.0,0,0,7.775,0,0,1
632,0,3,0,39.0,1,5,31.275,0,0,1
633,0,3,1,20.0,0,0,7.8542,0,0,1
634,0,3,1,26.0,0,0,7.8958,0,0,1
635,0,3,1,25.0,1,0,17.8,0,0,1
636,0,3,0,18.0,1,0,17.8,0,0,1
637,0,3,1,24.0,0,0,7.775,0,0,1
638,0,3,1,35.0,0,0,7.05,0,0,1
639,0,3,1,5.0,4,2,31.3875,0,0,1
640,0,3,1,9.0,4,2,31.3875,0,0,1
641,1,3,1,3.0,4,2,31.3875,0,0,1
642,0,3,1,13.0,4,2,31.3875,0,0,1
643,1,3,0,5.0,4,2,31.3875,0,0,1
644,0,3,1,40.0,1,5,31.3875,0,0,1
645,1,3,1,23.0,0,0,7.7958,0,0,1
646,1,3,0,38.0,1,5,31.3875,0,0,1
647,1,3,0,45.0,0,0,7.225,1,0,0
648,0,3,1,21.0,0,0,7.225,1,0,0
649,0,3,1,23.0,0,0,7.05,0,0,1
650,0,3,0,17.0,0,0,14.4583,1,0,0
651,0,3,1,30.0,0,0,7.225,1,0,0
652,0,3,1,23.0,0,0,7.8542,0,0,1
653,1,3,0,13.0,0,0,7.2292,1,0,0
654,0,3,1,20.0,0,0,7.225,1,0,0
655,0,3,1,32.0,1,0,15.85,0,0,1
656,1,3,0,33.0,3,0,15.85,0,0,1
657,1,3,0,0.75,2,1,19.2583,1,0,0
658,1,3,0,0.75,2,1,19.2583,1,0,0
659,1,3,0,5.0,2,1,19.2583,1,0,0
660,1,3,0,24.0,0,3,19.2583,1,0,0
661,1,3,0,18.0,0,0,8.05,0,0,1
662,0,3,1,40.0,0,0,7.225,1,0,0
663,0,3,1,26.0,0,0,7.8958,0,0,1
664,1,3,1,20.0,0,0,7.2292,1,0,0
665,0,3,0,18.0,0,1,14.4542,1,0,0
666,0,3,0,45.0,0,1,14.4542,1,0,0
667,0,3,0,27.0,0,0,7.8792,0,1,0
668,0,3,1,22.0,0,0,8.05,0,0,1
669,0,3,1,19.0,0,0,8.05,0,0,1
670,0,3,1,26.0,0,0,7.775,0,0,1
671,0,3,1,22.0,0,0,9.35,0,0,1
672,0,3,1,29.8811345124283,0,0,7.2292,1,0,0
673,0,3,1,20.0,0,0,4.0125,1,0,0
674,1,3,1,32.0,0,0,56.4958,0,0,1
675,0,3,1,21.0,0,0,7.775,0,0,1
676,0,3,1,18.0,0,0,7.75,0,0,1
677,0,3,1,26.0,0,0,7.8958,0,0,1
678,0,3,1,6.0,1,1,15.2458,1,0,0
679,0,3,0,9.0,1,1,15.2458,1,0,0
680,0,3,1,29.8811345124283,0,0,7.225,1,0,0
681,0,3,0,29.8811345124283,0,2,15.2458,1,0,0
682,0,3,0,29.8811345124283,0,2,7.75,0,1,0
683,0,3,1,40.0,1,1,15.5,0,1,0
684,0,3,0,32.0,1,1,15.5,0,1,0
685,0,3,1,21.0,0,0,16.1,0,0,1
686,1,3,0,22.0,0,0,7.725,0,1,0
687,0,3,0,20.0,0,0,7.8542,0,0,1
688,0,3,1,29.0,1,0,7.0458,0,0,1
689,0,3,1,22.0,1,0,7.25,0,0,1
690,0,3,1,22.0,0,0,7.7958,0,0,1
691,0,3,1,35.0,0,0,8.05,0,0,1
692,0,3,0,18.5,0,0,7.2833,0,1,0
693,1,3,1,21.0,0,0,7.8208,0,1,0
694,0,3,1,19.0,0,0,6.75,0,1,0
695,0,3,0,18.0,0,0,7.8792,0,1,0
696,0,3,0,21.0,0,0,8.6625,0,0,1
697,0,3,0,30.0,0,0,8.6625,0,0,1
698,0,3,1,18.0,0,0,8.6625,0,0,1
699,0,3,1,38.0,0,0,8.6625,0,0,1
700,0,3,1,17.0,0,0,8.6625,0,0,1
701,0,3,1,17.0,0,0,8.6625,0,0,1
702,0,3,0,21.0,0,0,7.75,0,1,0
703,0,3,1,21.0,0,0,7.75,0,1,0
704,0,3,1,21.0,0,0,8.05,0,0,1
705,0,3,1,29.8811345124283,1,0,14.4583,1,0,0
706,0,3,0,29.8811345124283,1,0,14.4583,1,0,0
707,0,3,1,28.0,0,0,7.7958,0,0,1
708,0,3,1,24.0,0,0,7.8542,0,0,1
709,1,3,0,16.0,0,0,7.75,0,1,0
710,0,3,0,37.0,0,0,7.75,0,1,0
711,0,3,1,28.0,0,0,7.25,0,0,1
712,0,3,1,24.0,0,0,8.05,0,0,1
713,0,3,1,21.0,0,0,7.7333,0,1,0
714,1,3,1,32.0,0,0,56.4958,0,0,1
715,0,3,1,29.0,0,0,8.05,0,0,1
716,0,3,1,26.0,1,0,14.4542,1,0,0
717,0,3,1,18.0,1,0,14.4542,1,0,0
718,0,3,1,20.0,0,0,7.05,0,0,1
719,1,3,1,18.0,0,0,8.05,0,0,1
720,0,3,1,24.0,0,0,7.25,0,1,0
721,0,3,1,36.0,0,0,7.4958,0,0,1
722,0,3,1,24.0,0,0,7.4958,0,0,1
723,0,3,1,31.0,0,0,7.7333,0,1,0
724,0,3,1,31.0,0,0,7.75,0,1,0
725,1,3,0,22.0,0,0,7.75,0,1,0
726,0,3,0,30.0,0,0,7.6292,0,1,0
727,0,3,1,70.5,0,0,7.75,0,1,0
728,0,3,1,43.0,0,0,8.05,0,0,1
729,0,3,1,35.0,0,0,7.8958,0,0,1
730,0,3,1,27.0,0,0,7.8958,0,0,1
731,0,3,1,19.0,0,0,7.8958,0,0,1
732,0,3,1,30.0,0,0,8.05,0,0,1
733,1,3,1,9.0,1,1,15.9,0,0,1
734,1,3,1,3.0,1,1,15.9,0,0,1
735,1,3,0,36.0,0,2,15.9,0,0,1
736,0,3,1,59.0,0,0,7.25,0,0,1
737,0,3,1,19.0,0,0,8.1583,0,0,1
738,1,3,0,17.0,0,1,16.1,0,0,1
739,0,3,1,44.0,0,1,16.1,0,0,1
740,0,3,1,17.0,0,0,8.6625,0,0,1
741,0,3,1,22.5,0,0,7.225,1,0,0
742,1,3,1,45.0,0,0,8.05,0,0,1
743,0,3,0,22.0,0,0,10.5167,0,0,1
744,0,3,1,19.0,0,0,10.1708,0,0,1
745,1,3,0,30.0,0,0,6.95,0,1,0
746,1,3,1,29.0,0,0,7.75,0,1,0
747,0,3,1,0.3333,0,2,14.4,0,0,1
748,0,3,1,34.0,1,1,14.4,0,0,1
749,0,3,0,28.0,1,1,14.4,0,0,1
750,0,3,1,27.0,0,0,7.8958,0,0,1
751,0,3,1,25.0,0,0,7.8958,0,0,1
752,0,3,1,24.0,2,0,24.15,0,0,1
753,0,3,1,22.0,0,0,8.05,0,0,1
754,0,3,1,21.0,2,0,24.15,0,0,1
755,0,3,1,17.0,2,0,8.05,0,0,1
756,0,3,1,29.8811345124283,1,0,16.1,0,0,1
757,1,3,0,29.8811345124283,1,0,16.1,0,0,1
758,1,3,1,36.5,1,0,17.4,0,0,1
759,1,3,0,36.0,1,0,17.4,0,0,1
760,1,3,1,30.0,0,0,9.5,0,0,1
761,0,3,1,16.0,0,0,9.5,0,0,1
762,1,3,1,1.0,1,2,20.575,0,0,1
763,1,3,0,0.1667,1,2,20.575,0,0,1
764,0,3,1,26.0,1,2,20.575,0,0,1
765,1,3,0,33.0,1,2,20.575,0,0,1
766,0,3,1,25.0,0,0,7.8958,0,0,1
767,0,3,1,29.8811345124283,0,0,7.8958,0,0,1
768,0,3,1,29.8811345124283,0,0,7.8958,0,0,1
769,0,3,1,22.0,0,0,7.25,0,0,1
770,0,3,1,36.0,0,0,7.25,0,0,1
771,1,3,0,19.0,0,0,7.8792,0,1,0
772,0,3,1,17.0,0,0,7.8958,0,0,1
773,0,3,1,42.0,0,0,8.6625,0,0,1
774,0,3,1,43.0,0,0,7.8958,0,0,1
775,0,3,1,29.8811345124283,0,0,7.2292,1,0,0
776,0,3,1,32.0,0,0,7.75,0,1,0
777,1,3,1,19.0,0,0,8.05,0,0,1
778,1,3,0,30.0,0,0,12.475,0,0,1
779,0,3,0,24.0,0,0,7.75,0,1,0
780,1,3,0,23.0,0,0,8.05,0,0,1
781,0,3,1,33.0,0,0,7.8958,1,0,0
782,0,3,1,65.0,0,0,7.75,0,1,0
783,1,3,1,24.0,0,0,7.55,0,0,1
784,0,3,1,23.0,1,0,13.9,0,0,1
785,1,3,0,22.0,1,0,13.9,0,0,1
786,0,3,1,18.0,0,0,7.775,0,0,1
787,0,3,1,16.0,0,0,7.775,0,0,1
788,0,3,1,45.0,0,0,6.975,0,0,1
789,0,3,1,29.8811345124283,0,0,7.225,1,0,0
790,0,3,1,39.0,0,2,7.2292,1,0,0
791,0,3,1,17.0,1,1,7.2292,1,0,0
792,0,3,1,15.0,1,1,7.2292,1,0,0
793,0,3,1,47.0,0,0,7.25,0,0,1
794,1,3,0,5.0,0,0,12.475,0,0,1
795,0,3,1,29.8811345124283,0,0,7.225,1,0,0
796,0,3,1,40.5,0,0,15.1,0,0,1
797,0,3,1,40.5,0,0,7.75,0,1,0
798,1,3,1,29.8811345124283,0,0,7.05,0,0,1
799,0,3,1,18.0,0,0,7.7958,0,0,1
800,0,3,0,29.8811345124283,0,0,7.75,0,1,0
801,0,3,1,29.8811345124283,0,0,7.75,0,1,0
802,0,3,1,29.8811345124283,0,0,6.95,0,1,0
803,0,3,1,26.0,0,0,7.8792,0,1,0
804,0,3,1,29.8811345124283,0,0,7.75,0,1,0
805,1,3,1,29.8811345124283,0,0,56.4958,0,0,1
806,0,3,0,21.0,2,2,34.375,0,0,1
807,0,3,0,9.0,2,2,34.375,0,0,1
808,0,3,1,29.8811345124283,0,0,8.05,0,0,1
809,0,3,1,18.0,2,2,34.375,0,0,1
810,0,3,1,16.0,1,3,34.375,0,0,1
811,0,3,0,48.0,1,3,34.375,0,0,1
812,0,3,1,29.8811345124283,0,0,7.75,0,1,0
813,0,3,1,29.8811345124283,0,0,7.25,0,0,1
814,0,3,1,25.0,0,0,7.7417,0,1,0
815,0,3,1,29.8811345124283,0,0,14.5,0,0,1
816,0,3,1,29.8811345124283,0,0,7.8958,1,0,0
817,0,3,1,22.0,0,0,8.05,0,0,1
818,1,3,0,16.0,0,0,7.7333,0,1,0
819,1,3,0,29.8811345124283,0,0,7.75,0,1,0
820,1,3,1,9.0,0,2,20.525,0,0,1
821,0,3,1,33.0,1,1,20.525,0,0,1
822,0,3,1,41.0,0,0,7.85,0,0,1
823,1,3,0,31.0,1,1,20.525,0,0,1
824,0,3,1,38.0,0,0,7.05,0,0,1
825,0,3,1,9.0,5,2,46.9,0,0,1
826,0,3,1,1.0,5,2,46.9,0,0,1
827,0,3,1,11.0,5,2,46.9,0,0,1
828,0,3,0,10.0,5,2,46.9,0,0,1
829,0,3,0,16.0,5,2,46.9,0,0,1
830,0,3,1,14.0,5,2,46.9,0,0,1
831,0,3,1,40.0,1,6,46.9,0,0,1
832,0,3,0,43.0,1,6,46.9,0,0,1
833,0,3,1,51.0,0,0,8.05,0,0,1
834,0,3,1,32.0,0,0,8.3625,0,0,1
835,0,3,1,29.8811345124283,0,0,8.05,0,0,1
836,0,3,1,20.0,0,0,9.8458,0,0,1
837,0,3,1,37.0,2,0,7.925,0,0,1
838,0,3,1,28.0,2,0,7.925,0,0,1
839,0,3,1,19.0,0,0,7.775,0,0,1
840,0,3,0,24.0,0,0,8.85,0,0,1
841,0,3,0,17.0,0,0,7.7333,0,1,0
842,0,3,1,29.8811345124283,1,0,19.9667,0,0,1
843,0,3,1,29.8811345124283,1,0,19.9667,0,0,1
844,0,3,1,28.0,1,0,15.85,0,0,1
845,1,3,0,24.0,1,0,15.85,0,0,1
846,0,3,1,20.0,0,0,9.5,0,0,1
847,0,3,1,23.5,0,0,7.2292,1,0,0
848,0,3,1,41.0,2,0,14.1083,0,0,1
849,0,3,1,26.0,1,0,7.8542,0,0,1
850,0,3,1,21.0,0,0,7.8542,0,0,1
851,1,3,0,45.0,1,0,14.1083,0,0,1
852,0,3,0,29.8811345124283,0,0,7.55,0,0,1
853,0,3,1,25.0,0,0,7.25,0,0,1
854,0,3,1,29.8811345124283,0,0,6.8583,0,1,0
855,0,3,1,11.0,0,0,18.7875,1,0,0
856,1,3,0,29.8811345124283,0,0,7.75,0,1,0
857,1,3,1,27.0,0,0,6.975,0,0,1
858,1,3,1,29.8811345124283,0,0,56.4958,0,0,1
859,0,3,0,18.0,0,0,6.75,0,1,0
860,1,3,0,26.0,0,0,7.925,0,0,1
861,0,3,0,23.0,0,0,7.925,0,0,1
862,1,3,0,22.0,0,0,8.9625,0,0,1
863,0,3,1,28.0,0,0,7.8958,0,0,1
864,0,3,0,28.0,0,0,7.775,0,0,1
865,0,3,0,29.8811345124283,0,0,7.75,0,1,0
866,1,3,0,2.0,0,1,12.2875,0,0,1
867,1,3,0,22.0,1,1,12.2875,0,0,1
868,0,3,1,43.0,0,0,6.45,0,0,1
869,0,3,1,28.0,0,0,22.525,0,0,1
870,1,3,0,27.0,0,0,7.925,0,0,1
871,0,3,1,29.8811345124283,0,0,7.75,0,1,0
872,1,3,0,29.8811345124283,0,0,8.05,0,0,1
873,0,3,1,42.0,0,0,7.65,0,0,1
874,1,3,1,29.8811345124283,0,0,7.8875,0,0,1
875,0,3,1,30.0,0,0,7.2292,1,0,0
876,0,3,1,29.8811345124283,0,0,7.8958,0,0,1
877,0,3,0,27.0,1,0,7.925,0,0,1
878,0,3,0,25.0,1,0,7.925,0,0,1
879,0,3,1,29.8811345124283,0,0,7.8958,0,0,1
880,1,3,1,29.0,0,0,7.8958,1,0,0
881,1,3,1,21.0,0,0,7.7958,0,0,1
882,0,3,1,29.8811345124283,0,0,7.05,0,0,1
883,0,3,1,20.0,0,0,7.8542,0,0,1
884,0,3,1,48.0,0,0,7.8542,0,0,1
885,0,3,1,17.0,1,0,7.0542,0,0,1
886,1,3,0,29.8811345124283,0,0,7.75,0,1,0
887,1,3,1,29.8811345124283,0,0,8.1125,0,0,1
888,0,3,1,34.0,0,0,6.4958,0,0,1
889,1,3,1,26.0,0,0,7.775,0,0,1
890,0,3,1,22.0,0,0,7.7958,0,0,1
891,0,3,1,33.0,0,0,8.6542,0,0,1
892,0,3,1,31.0,0,0,7.775,0,0,1
893,0,3,1,29.0,0,0,7.8542,0,0,1
894,1,3,1,4.0,1,1,11.1333,0,0,1
895,1,3,0,1.0,1,1,11.1333,0,0,1
896,0,3,1,49.0,0,0,0.0,0,0,1
897,0,3,1,33.0,0,0,7.775,0,0,1
898,0,3,1,19.0,0,0,0.0,0,0,1
899,1,3,0,27.0,0,2,11.1333,0,0,1
900,0,3,1,29.8811345124283,1,2,23.45,0,0,1
901,0,3,0,29.8811345124283,1,2,23.45,0,0,1
902,0,3,1,29.8811345124283,1,2,23.45,0,0,1
903,0,3,0,29.8811345124283,1,2,23.45,0,0,1
904,0,3,1,23.0,0,0,7.8958,0,0,1
905,1,3,1,32.0,0,0,7.8542,0,0,1
906,0,3,1,27.0,0,0,7.8542,0,0,1
907,0,3,0,20.0,1,0,9.825,0,0,1
908,0,3,0,21.0,1,0,9.825,0,0,1
909,1,3,1,32.0,0,0,7.925,0,0,1
910,0,3,1,17.0,0,0,7.125,0,0,1
911,0,3,1,21.0,0,0,8.4333,0,0,1
912,0,3,1,30.0,0,0,7.8958,0,0,1
913,1,3,1,21.0,0,0,7.7958,0,0,1
914,0,3,1,33.0,0,0,7.8542,0,0,1
915,0,3,1,22.0,0,0,7.5208,0,0,1
916,1,3,0,4.0,0,1,13.4167,1,0,0
917,1,3,1,39.0,0,1,13.4167,1,0,0
918,0,3,1,29.8811345124283,0,0,7.2292,1,0,0
919,0,3,1,18.5,0,0,7.2292,1,0,0
920,0,3,1,29.8811345124283,0,0,7.75,0,1,0
921,0,3,1,29.8811345124283,0,0,7.25,0,0,1
922,1,3,0,29.8811345124283,0,0,7.75,0,1,0
923,1,3,0,29.8811345124283,0,0,7.75,0,1,0
924,0,3,1,34.5,0,0,7.8292,0,1,0
925,0,3,1,44.0,0,0,8.05,0,0,1
926,1,3,1,29.8811345124283,0,0,7.75,0,1,0
927,0,3,1,29.8811345124283,1,0,14.4542,1,0,0
928,0,3,0,29.8811345124283,1,0,14.4542,1,0,0
929,0,3,1,29.8811345124283,1,0,7.75,0,1,0
930,0,3,1,29.8811345124283,1,0,7.75,0,1,0
931,0,3,1,29.8811345124283,0,0,7.7375,0,1,0
932,0,3,0,22.0,2,0,8.6625,0,0,1
933,0,3,1,26.0,2,0,8.6625,0,0,1
934,1,3,0,4.0,0,2,22.025,0,0,1
935,1,3,1,29.0,3,1,22.025,0,0,1
936,1,3,0,26.0,1,1,22.025,0,0,1
937,0,3,0,1.0,1,1,12.1833,0,0,1
938,0,3,1,18.0,1,1,7.8542,0,0,1
939,0,3,0,36.0,0,2,12.1833,0,0,1
940,0,3,1,29.8811345124283,0,0,7.8958,1,0,0
941,1,3,1,25.0,0,0,7.2292,1,0,0
942,0,3,1,29.8811345124283,0,0,7.225,1,0,0
943,0,3,0,37.0,0,0,9.5875,0,0,1
944,0,3,1,29.8811345124283,0,0,7.8958,0,0,1
945,1,3,1,29.8811345124283,0,0,56.4958,0,0,1
946,0,3,1,29.8811345124283,0,0,56.4958,0,0,1
947,1,3,0,22.0,0,0,7.25,0,0,1
948,0,3,1,29.8811345124283,0,0,7.75,0,1,0
949,1,3,1,26.0,0,0,56.4958,0,0,1
950,0,3,1,29.0,0,0,9.4833,0,0,1
951,0,3,1,29.0,0,0,7.775,0,0,1
952,0,3,1,22.0,0,0,7.775,0,0,1
953,1,3,1,22.0,0,0,7.225,1,0,0
954,0,3,1,29.8811345124283,3,1,25.4667,0,0,1
955,0,3,0,29.8811345124283,3,1,25.4667,0,0,1
956,0,3,0,29.8811345124283,3,1,25.4667,0,0,1
957,0,3,0,29.8811345124283,3,1,25.4667,0,0,1
958,0,3,0,29.8811345124283,0,4,25.4667,0,0,1
959,0,3,1,32.0,0,0,7.925,0,0,1
960,0,3,1,34.5,0,0,6.4375,1,0,0
961,0,3,0,29.8811345124283,1,0,15.5,0,1,0
962,0,3,1,29.8811345124283,1,0,15.5,0,1,0
963,0,3,1,36.0,0,0,0.0,0,0,1
964,0,3,1,39.0,0,0,24.15,0,0,1
965,0,3,1,24.0,0,0,9.5,0,0,1
966,0,3,0,25.0,0,0,7.775,0,0,1
967,0,3,0,45.0,0,0,7.75,0,0,1
968,0,3,1,36.0,1,0,15.55,0,0,1
969,0,3,0,30.0,1,0,15.55,0,0,1
970,1,3,1,20.0,1,0,7.925,0,0,1
971,0,3,1,29.8811345124283,0,0,7.8792,0,1,0
972,0,3,1,28.0,0,0,56.4958,0,0,1
973,0,3,1,29.8811345124283,0,0,7.55,0,0,1
974,0,3,1,30.0,1,0,16.1,0,0,1
975,0,3,0,26.0,1,0,16.1,0,0,1
976,0,3,1,29.8811345124283,0,0,7.8792,0,0,1
977,0,3,1,20.5,0,0,7.25,0,0,1
978,1,3,1,27.0,0,0,8.6625,0,0,1
979,0,3,1,51.0,0,0,7.0542,0,0,1
980,1,3,0,23.0,0,0,7.8542,0,0,1
981,1,3,1,32.0,0,0,7.5792,0,0,1
982,0,3,1,29.8811345124283,0,0,7.8958,0,0,1
983,0,3,1,29.8811345124283,0,0,7.55,0,0,1
984,1,3,0,29.8811345124283,0,0,7.75,0,1,0
985,1,3,1,24.0,0,0,7.1417,0,0,1
986,0,3,1,22.0,0,0,7.125,0,0,1
987,0,3,0,29.8811345124283,0,0,7.8792,0,1,0
988,0,3,1,29.8811345124283,0,0,7.75,0,1,0
989,0,3,1,29.8811345124283,0,0,8.05,0,0,1
990,0,3,1,29.0,0,0,7.925,0,0,1
991,1,3,1,29.8811345124283,0,0,7.2292,1,0,0
992,0,3,0,30.5,0,0,7.75,0,1,0
993,1,3,0,29.8811345124283,0,0,7.7375,0,1,0
994,0,3,1,29.8811345124283,0,0,7.2292,1,0,0
995,0,3,1,35.0,0,0,7.8958,1,0,0
996,0,3,1,33.0,0,0,7.8958,0,0,1
997,1,3,0,29.8811345124283,0,0,7.225,1,0,0
998,0,3,1,29.8811345124283,0,0,7.8958,1,0,0
999,1,3,0,29.8811345124283,0,0,7.75,0,1,0
1000,1,3,1,29.8811345124283,0,0,7.75,0,1,0
1001,1,3,0,29.8811345124283,2,0,23.25,0,1,0
1002,1,3,0,29.8811345124283,2,0,23.25,0,1,0
1003,1,3,1,29.8811345124283,2,0,23.25,0,1,0
1004,1,3,0,29.8811345124283,0,0,7.7875,0,1,0
1005,0,3,1,29.8811345124283,0,0,15.5,0,1,0
1006,1,3,0,29.8811345124283,0,0,7.8792,0,1,0
1007,1,3,0,15.0,0,0,8.0292,0,1,0
1008,0,3,0,35.0,0,0,7.75,0,1,0
1009,0,3,1,29.8811345124283,0,0,7.75,0,1,0
1010,0,3,1,24.0,1,0,16.1,0,0,1
1011,0,3,0,19.0,1,0,16.1,0,0,1
1012,0,3,0,29.8811345124283,0,0,7.75,0,1,0
1013,0,3,0,29.8811345124283,0,0,8.05,0,0,1
1014,0,3,0,29.8811345124283,0,0,8.05,0,0,1
1015,0,3,1,55.5,0,0,8.05,0,0,1
1016,0,3,1,29.8811345124283,0,0,7.75,0,1,0
1017,1,3,1,21.0,0,0,7.775,0,0,1
1018,0,3,1,29.8811345124283,0,0,8.05,0,0,1
1019,0,3,1,24.0,0,0,7.8958,0,0,1
1020,0,3,1,21.0,0,0,7.8958,0,0,1
1021,0,3,1,28.0,0,0,7.8958,0,0,1
1022,0,3,1,29.8811345124283,0,0,7.8958,0,0,1
1023,1,3,0,29.8811345124283,0,0,7.8792,0,1,0
1024,0,3,1,25.0,0,0,7.65,0,0,1
1025,1,3,1,6.0,0,1,12.475,0,0,1
1026,1,3,0,27.0,0,1,12.475,0,0,1
1027,0,3,1,29.8811345124283,0,0,8.05,0,0,1
1028,1,3,0,29.8811345124283,1,0,24.15,0,1,0
1029,0,3,1,29.8811345124283,1,0,24.15,0,1,0
1030,0,3,1,29.8811345124283,0,0,8.4583,0,1,0
1031,0,3,1,34.0,0,0,8.05,0,0,1
1032,0,3,1,29.8811345124283,0,0,7.75,0,1,0
